title,channel_title,category,views,likes,comment_count,engagement_rate,like_ratio,sentiment,publish_country,published_day_of_week,publish_hour,title_length,tag_count
Brad Makes Sous Vide Steak | Kitchen Basics | Bon Appetit,Bon AppÃ©tit,Howto & Style,395780,8606,1002,0.0243,0.9782,neutral,US,Wednesday,17,57,31
President Donald Trump Makes Statement From White House On Asia Trip (Full) | NBC News,NBC News,News & Politics,38987,287,0,0.0074,0.5661,neutral,US,Wednesday,21,86,10
Jarod - START 2018,Jarod Officiel,Music,30354,2520,258,0.0915,0.9886,neutral,FRANCE,Thursday,17,18,42
The Grand Tour: Legally Tesla,The Grand Tour,Entertainment,460913,9418,1026,0.0227,0.9513,positive,GB,Monday,18,29,22
"Alt-Right Killers | March 7, 2018 Act 2 | Full Frontal on TBS",Full Frontal with Samantha Bee,People & Blogs,433955,8636,2633,0.026,0.8194,negative,CANADA,Thursday,7,61,5
Poo Bear ft. Justin Bieber & Jay Electronica - Hard 2 Face Reality (Lyric Video),Hannah Stocking,Comedy,18512018,659301,53907,0.0385,0.9824,negative,US,Friday,4,80,29
Tomorrowland Winter 2019 | Announcement,Tomorrowland,Entertainment,79110,2800,148,0.0373,0.9897,neutral,GB,Friday,13,39,6
Love Escalator Prank : Young VS Old (Feat. Studio Danielle & Jonathan Demayo),Greg Guillotin - Nou,Comedy,477273,39848,2044,0.0878,0.9941,positive,FRANCE,Friday,15,77,22
Years & Years - Sanctify (Official Video),YearsAndYearsVEVO,Music,4277287,99086,4375,0.0242,0.9595,neutral,GB,Wednesday,19,41,5
2017 BEAUTY FAVOURITES: MAKEUP & SKINCARE | Lily Pebbles,Lily Pebbles,Howto & Style,91167,3287,234,0.0386,0.9768,positive,US,Sunday,9,56,23
Backstreet Boys - Don't Go Breaking My Heart (Official Video),BackstreetBoysVEVO,Music,10654123,329659,34826,0.0342,0.9593,positive,US,Thursday,4,61,4
[ENG] 171126 [BANGTAN BOMB] BTS â€˜MIC Dropâ€™ MV reaction - BTS (ë°©íƒ„ì†Œë…„ë‹¨),Bangtan Subs,People & Blogs,101288,0,1116,0.011,0.0,negative,CANADA,Sunday,17,82,5
Michael J. Woodard Sings Titanium by David Guetta & Sia - Top 14 - American Idol 2018 on ABC,American Idol,Entertainment,419821,14281,1552,0.0377,0.9736,positive,CANADA,Monday,2,92,40
Face Reveal,HowToBasic,Entertainment,14197362,1137692,206098,0.0947,0.978,neutral,GB,Saturday,18,11,19
HE'S GONE....WE CANT BE WITHOUT HIM ANY LONGER ðŸ’”ðŸ˜”,The 2x Family,People & Blogs,1493602,123219,7411,0.0875,0.9783,neutral,US,Friday,23,55,13
Avicii - You Be Love (Original Video) ft. Billy Raffoul,AviciiOfficialVEVO,Music,636606,44127,2135,0.0727,0.9787,positive,GB,Wednesday,14,55,7
å¥½ä¹…ä¸è§ 38 é¢„å‘Š | Long Time No See 38ï¼ˆæ¨å­å§—ã€éƒ‘æºã€å¼ å›½ç«‹ã€æ±ŸçŠ é¢†è¡”ä¸»æ¼”ï¼‰,æ„Ÿè°¢è®¢é˜…ä¸­å‰§ç‹¬æ’­,People & Blogs,27794,4,1,0.0002,0.5714,negative,CANADA,Sunday,16,102,46
ë¹…ìŠ¤(VIXX) - 'í–¥ (Scentist)' Official M/V,RealVIXX,Music,4155638,232528,28826,0.0629,0.994,neutral,GB,Tuesday,9,44,35
Johnny Hallyday : les larmes des premiers fans du rocker,Paris Match,People & Blogs,153678,1270,914,0.0142,0.8063,neutral,FRANCE,Wednesday,17,56,7
AFRO TRAP Part.7 (La Puissance) [Major Lazer Remix],Mhd Officiel,Music,476954,27619,1322,0.0607,0.9751,negative,GB,Friday,15,51,15
MANIFEST | Official Trailer | NBC Fall Shows 2018,Manifest,Entertainment,2061448,5290,546,0.0028,0.7397,neutral,US,Sunday,16,49,26
Elijah Woods x Jamie Fine - Ain't Easy (THE LAUNCH),EWxJFVEVO,Music,61307,931,118,0.0171,0.9688,negative,CANADA,Thursday,3,51,12
Castle Rock - â€˜This Placeâ€™ Teaser Trailer (Official) â€¢ Castle Rock on Hulu,Hulu,Entertainment,4802529,951,122,0.0002,0.9724,negative,US,Wednesday,13,80,1
"A Woman Found a 700 Year Old Coin as a Kid, and Authorities Decided She Had to be Arrested",Did You Know ?,Education,82360,1250,315,0.019,0.9441,negative,CANADA,Sunday,22,90,27
Hawaiian lava flows â€˜faster than a turtleâ€™,ABC News (Australia),News & Politics,7717533,40481,0,0.0052,0.9307,neutral,US,Monday,22,46,8
Clean Bandit - Solo feat. Demi Lovato [Official Video],Clean Bandit,Music,11737620,330463,10837,0.0291,0.979,positive,GB,Thursday,9,54,21
I tried to go to Canada but got stuck in Minneapolis,Jaiden Animations,Film & Animation,3467197,198262,37033,0.0679,0.9847,negative,US,Sunday,18,52,12
Lufy & Enzo CAMBRIOLÃ‰S ! Lufy en larme sur SnapChat !,LE PORC VÃ‰NÃˆR,People & Blogs,16616,108,59,0.01,0.8926,neutral,FRANCE,Friday,23,54,12
COMMENT FAIRE DU SLIME MÃ‰TALLIQUE ? | VIDÃ‰O SATISFAISANTE !!! ASMR + PRESSING SLIME ðŸ˜,YorgosToys TV,Entertainment,12199,715,455,0.0959,0.9559,neutral,FRANCE,Friday,16,90,26
Film Theory: Jurassic World Was An INSIDE JOB! (Jurassic World),The Film Theorists,Film & Animation,652650,43248,3849,0.0722,0.9866,neutral,CANADA,Tuesday,19,63,23
à®µà®¾à®£à®¿ à®°à®¾à®£à®¿ - VAANI RANI -  Episode 1494 - 16/02/2018,RadaanMedia,Entertainment,352949,1638,325,0.0056,0.7335,neutral,CANADA,Friday,16,67,14
Tony Hawk Answers Skateboarding Questions From Twitter | Tech Support | WIRED,WIRED,Sports,602977,18336,1299,0.0326,0.9884,positive,GB,Wednesday,17,77,28
Adam Ruins Everything - The Truth about Paul Revere | truTV,truTV,Entertainment,293591,4088,382,0.0152,0.961,negative,US,Thursday,1,59,26
SARAH #LESANGES10 SE CONFIE J'ARRETERAI TOUT SI IL ME LE DEMANDE,Jeff Lang2VIP,People & Blogs,51691,350,119,0.0091,0.7865,negative,FRANCE,Wednesday,5,64,42
Lorage - Capricorne,Lorage,Music,4706,885,92,0.2076,0.9933,neutral,FRANCE,Sunday,16,19,14
Safe Neighborhood - Cyanide & Happiness Shorts,ExplosmEntertainment,Comedy,1152467,42223,1477,0.0379,0.972,positive,US,Thursday,5,46,32
Matt Lauer Has Been Fired From NBC News | TODAY,TODAY,News & Politics,2142702,11281,7889,0.0089,0.7006,negative,GB,Wednesday,14,47,29
Mary J. Blige Breaks Down At Star Unveiling: I Was Homeless Last Year,HipHollywood,Entertainment,244223,5463,1073,0.0268,0.9829,neutral,GB,Friday,1,69,4
Candide Thovex - quattro 2,Candide Thovex,Sports,1597365,43308,2068,0.0284,0.9892,neutral,US,Monday,16,26,45
Â« Et si les rappeurs Ã©taientâ€¦ des fruits ? Â» - Oasis feat Maskey,Oasis Be Fruit,Entertainment,7101,461,23,0.0681,0.9829,neutral,FRANCE,Thursday,8,69,11
Years & Years - Sanctify (Official Video),YearsAndYearsVEVO,Music,615319,40248,2608,0.0696,0.9724,neutral,FRANCE,Wednesday,19,41,5
ã€ENG SUBã€‘ã€Šæ­Œæ‰‹2018ã€‹ç¬¬13æœŸ 20180413ï¼šæ€»å†³èµ›ï¼èŠ±èŠ±é‚“ç´«æ£‹é¦–åº¦åˆä½“å¼€å”± æŽçŽŸJessie JçŽ‹ç‚¸ç»„åˆä¸Šæ¼”ç¥žçº§live Singer 2018 EP13ã€æ¹–å—å«è§†å®˜æ–¹é¢‘é“ã€‘,æ¹–å—å«è§†èŠ’æžœTVå®˜æ–¹é¢‘é“ China HunanTV Official Channel,Entertainment,931745,4986,5163,0.0109,0.8977,neutral,FRANCE,Friday,16,184,48
Ellie Kemper and Mindy Kaling Reminisce About The Office,Late Night with Seth Meyers,Comedy,549998,5265,452,0.0104,0.9226,neutral,US,Friday,11,56,34
MaÃ®tre Gims - Loup Garou ft. Sofiane (Clip Officiel),MaÃ®tre GIMS,Music,4765146,171434,11661,0.0384,0.9563,neutral,CANADA,Thursday,21,53,31
Un gars une fille - au drive-in,Un gars une fille | Officiel,Comedy,51375,1821,117,0.0377,0.9891,neutral,FRANCE,Tuesday,17,31,13
Anitta & J Balvin - Downtown (Official Lyric Video) ft. Lele Pons & Juanpa Zurita,Lele Pons,Comedy,15183821,801481,42374,0.0556,0.9709,neutral,GB,Thursday,18,81,26
"The Cast of Star Wars: The Last Jedi Talk Kylo Ren, Jedi Controversy, Harrison Ford & Secrets",Jimmy Kimmel Live,Entertainment,868849,16083,1467,0.0202,0.9797,negative,US,Saturday,8,93,34
LES MOBILIERS ANTI-SDF : NIQUE TA MÃˆRE,Marie S'Infiltre,Comedy,12849,1641,351,0.155,0.8605,neutral,FRANCE,Monday,17,39,28
The Weeknd - Call Out My Name (Official Video),TheWeekndVEVO,Music,62934266,1110336,46953,0.0184,0.9767,neutral,GB,Thursday,16,46,6
LES MARIAGES LES PLUS INSOLITES !,TARTIN,Comedy,115333,13900,585,0.1256,0.9941,neutral,FRANCE,Sunday,15,33,14
BTS (ë°©íƒ„ì†Œë…„ë‹¨) 'FAKE LOVE' Official MV (Extended ver.),ibighit,Music,12177960,1807854,156178,0.1613,0.9936,positive,US,Friday,15,61,8
Florence + The Machine - Hunger,FlorenceMachineVEVO,Music,9534806,156896,5564,0.017,0.9791,negative,GB,Thursday,18,31,7
Rallye Lyon Charbonnieres 2018 Shakedown Thierry Neuville,Rallye Luminy13,Autos & Vehicles,6460,69,15,0.013,0.8846,negative,FRANCE,Thursday,15,57,1
50 TOTALLY CRAZY IDEAS YOU CAN ACTUALLY DIY,5-Minute Crafts,Howto & Style,4466616,35670,2657,0.0086,0.8924,negative,US,Saturday,16,43,43
Sigrid - Strangers (Official Video),SigridVEVO,Music,106941,9902,878,0.1008,0.9894,neutral,US,Thursday,16,35,5
Why Sisters Claim They Are Concerned About 59-Year-Old Motherâ€™s Behavior,Dr. Phil,Entertainment,32573,405,0,0.0124,0.9529,neutral,CANADA,Monday,17,74,22
Google I/O'18: Google Keynote,Google Developers,Science & Technology,853051,17455,0,0.0205,0.9176,neutral,US,Tuesday,22,29,30
"MAI 2018 : DU BIEN, DU PAS BIEN & MON BABY !",Sananas,Howto & Style,102141,6678,992,0.0751,0.9643,neutral,FRANCE,Wednesday,10,44,11
Not As Advertised,CaptainSparklez,Entertainment,179392,6052,953,0.039,0.9739,neutral,CANADA,Wednesday,22,17,17
L'EMISSION - Ø§Ù„Ø­Ù„Ù‚Ø© 37 Ø§Ù„Ø¬Ø²Ø¡ Ø§Ù„Ø«Ø§Ù†ÙŠ,Attessia TV,Entertainment,72453,1229,582,0.025,0.9353,neutral,FRANCE,Wednesday,22,52,25
à¤¬à¤¾à¤²à¥€ à¤‰à¤®à¥à¤° à¤®à¥‡à¤‚ à¤—à¤²à¤¤à¥€ | Bali Umar Mein Galti | New Hindi Movie 2018,FWF Indian Movies,Film & Animation,6201167,18914,1710,0.0033,0.7278,neutral,CANADA,Tuesday,15,94,22
BlocBoy JB & Drake Look Alive Prod By: Tay Keith (Official Music Video) Shot By: @Fredrivk_Ali,BlocBoy JB,Music,36274496,497005,32154,0.0146,0.9708,positive,GB,Friday,5,94,7
Justice League Press Conference,Superhero News,Entertainment,12796,463,97,0.0438,0.983,positive,GB,Wednesday,20,31,30
Ball In The Family Episode 3 | Season 2 | Ball Family Reality Show HD,Plug Trending,Sports,141897,2502,341,0.02,0.9823,neutral,CANADA,Monday,0,69,26
BTS (ë°©íƒ„ì†Œë…„ë‹¨) - 'MIC Drop' Performance On Dick Clarkâ€™s New Year's Rockin' Eve with Ryan Seacrest 2018,BLACKPINKxXxBTS,Music,724574,40222,2379,0.0588,0.9937,negative,GB,Monday,6,111,17
"Trouble, Drake, Mike WiLL Made-It - Bring It Back",TroubleVEVO,Music,8065539,76994,4672,0.0101,0.9211,negative,GB,Monday,4,49,10
DDG vs CHRIS SAILS Fight,SoLLUMINATI,Entertainment,248234,16746,4208,0.0844,0.9879,negative,CANADA,Wednesday,0,24,0
SebastiÃ¡n Yatra - No Hay Nadie MÃ¡s,SebastianYatraVEVO,Music,78893651,536750,17657,0.007,0.9769,negative,GB,Friday,5,36,10
Mike Huckabee Criticizes Justice Ginsburg's Decision To Not Attend State of The Union | The VIew,The View,News & Politics,62918,587,223,0.0129,0.9059,positive,CANADA,Tuesday,16,96,9
moustache et psychiatrie,e-penser,Education,265996,11297,2776,0.0529,0.7492,neutral,FRANCE,Sunday,11,24,22
Kelly Clarkson Carpool Karaoke,The Late Late Show with James Corden,Entertainment,3074263,96530,7415,0.0338,0.9896,neutral,CANADA,Thursday,6,30,26
Pukaar Episode 15 & 16 - 18th May 2018 - ARY Digital Drama,ARY Digital,Entertainment,662599,4876,1105,0.009,0.902,neutral,CANADA,Friday,20,58,14
EVERY GAME STORE EVER,Smosh,Comedy,1438957,52862,3777,0.0394,0.9668,neutral,US,Monday,17,21,23
The National - 'Sleep Well Beast',The National,Music,78488,1287,82,0.0174,0.9219,positive,GB,Thursday,17,33,4
Ghost - Rats (Official Music Video),GhostBCVEVO,Music,1727305,86148,12526,0.0571,0.9675,negative,CANADA,Friday,4,35,6
Homemade Hydraulic Hulkbuster,colinfurze,Entertainment,1864647,73277,3859,0.0414,0.9845,neutral,US,Thursday,15,29,16
St Wilfrid's Actually,St Wilfrid's Catholic School,People & Blogs,20887,334,30,0.0174,0.8029,neutral,GB,Wednesday,12,21,9
G-Eazy - The Plan (Official Video),GEazyMusicVEVO,Music,3686343,130373,6694,0.0372,0.9729,neutral,US,Friday,5,34,4
Meghan Trainor - No Excuses,MeghanTrainorVEVO,Music,29616467,435592,26946,0.0156,0.9261,negative,GB,Thursday,13,27,20
Why The NBA NEEDS To Change The One and Done Rule!,Mike Korzemba,Sports,271702,9627,882,0.0387,0.9759,neutral,CANADA,Wednesday,22,50,23
Spill Your Guts or Fill Your Guts w/ Kim Kardashian,The Late Late Show with James Corden,Entertainment,9856767,201286,10718,0.0215,0.9627,neutral,US,Thursday,6,51,26
ØµØ§Ù„Ø­ ÙŠÙƒØ´Ù Ø§Ù„Ø³Ø± Ù„Ø±ÙØ¶ Ù…Ù„Ùƒ Ø§Ù„Ù…ØºØ±Ø¨ Ø­Ø¶ÙˆØ± Ù‚Ù…Ø© Ø§Ø±Ø¯ÙˆØºØ§Ù† Ø¹Ù† Ø§Ù„Ù‚Ø¯Ø³,EgyNews,Entertainment,211470,1489,646,0.0101,0.7775,neutral,FRANCE,Wednesday,19,102,4
"A social worker has the worst day of his life. Then, a homeless man shows him what 'bad' really is.",Omeleto,Film & Animation,68934,2078,138,0.0321,0.9728,negative,US,Wednesday,8,99,7
Ø§Ù„Ø¬Ø²Ø§Ø¦Ø±- ØªÙˆÙ†Ø³/ Ø¬Ø²Ø§ÙŠØ±ÙŠ Ø­ÙƒÙ…ÙˆÙ‡ ÙÙŠ ÙƒØ§Ù…ÙŠØ±Ø© Ø®ÙÙŠØ© ØªÙˆÙ†Ø³ÙŠØ© Ø´ÙˆÙ ÙƒÙŠÙØ§Ù‡ Ø®Ù„Ø·Ù‡Ø§,LAMA TUBE DZ,People & Blogs,142069,2145,1007,0.0222,0.961,neutral,FRANCE,Friday,21,118,6
1$ korean vs 1000$ korean,Big Marvel,Music,434251,41275,3990,0.1042,0.9922,neutral,FRANCE,Tuesday,15,25,3
THE PROPOSAL | Felix & Marzia ðŸ’,Marzia,People & Blogs,1282470,184002,17682,0.1573,0.9935,neutral,US,Saturday,15,34,7
10 of the World's Smallest Working Products!,Matthias,Comedy,2347801,85367,15091,0.0428,0.9384,neutral,US,Tuesday,16,44,48
Nicole vs Zhavia: The First REAL Challenge For Zhavia Will She Survive? | S1E3 | The Four,Talent Recap,Entertainment,2017691,37893,4735,0.0211,0.9803,positive,CANADA,Friday,3,89,21
COMMENT UN MUSCLE DEVIENT Ã‰NORME ? Vrai ou Faux #74,Dr Nozman,Science & Technology,976487,74841,22195,0.0994,0.9933,neutral,FRANCE,Friday,15,52,4
Bazzi - Mine (Official Video),Bazzi,Music,9563856,351061,16050,0.0384,0.9888,neutral,GB,Wednesday,14,29,29
AMAZING All You Can Eat  BBQ KEBAB Buffet in India!,Strictly Dumpling,Travel & Events,530511,11661,1547,0.0249,0.9678,positive,US,Sunday,20,51,31
Djadja & Dinaz - On avance seuls [Clip Officiel],Djadja & Dinaz,Music,474219,24139,958,0.0529,0.9859,neutral,FRANCE,Wednesday,17,48,8
Joe Rogan on the Logan Paul Controversy,JRE Clips,People & Blogs,114937,1436,776,0.0192,0.6098,neutral,CANADA,Tuesday,20,39,20
All The Money In The World - TV Spot featuring Christopher Plummer,Trailers Promos Teasers,Entertainment,198931,524,366,0.0045,0.6058,neutral,GB,Wednesday,7,66,2
Sucking Eggs with STEAM,The King of Random,Education,553821,11265,2126,0.0242,0.9537,neutral,US,Tuesday,14,23,28
3 Astuces avec un couteau,Mr.Tom,Howto & Style,5393,249,28,0.0514,0.9257,neutral,FRANCE,Sunday,16,25,11
Ù…Ø³Ù„Ø³Ù„ Ø£ÙŠÙˆØ¨ Ø¨Ø·ÙˆÙ„Ø© Ù…ØµØ·ÙÙ‰ Ø´Ø¹Ø¨Ø§Ù† â€“ Ø§Ù„Ø­Ù„Ù‚Ø© Ø§Ù„Ø¹Ø´Ø±ÙˆÙ† (Ù¢Ù )|  (Ayoub Series(EP20,AlHayah TV Network,News & Politics,1606331,10581,1818,0.0077,0.9122,neutral,FRANCE,Tuesday,22,112,25
Carrie Underwood - The Champion (Official Lyric Video) ft. Ludacris,carrieunderwoodVEVO,Music,1964817,31424,2112,0.0171,0.9404,positive,GB,Friday,5,67,7
Game Grumps Animated - Diddle Kid - by Sbassbear + Ryan Storm,GameGrumps,Gaming,476779,50363,2899,0.1117,0.9913,neutral,CANADA,Thursday,19,61,16
NERF Pick Your Path Challenge!,Battle Universe!,Entertainment,949873,12456,2738,0.016,0.9641,positive,US,Wednesday,22,30,25
Met Gala 2018,Desus & Mero,Entertainment,152811,2609,416,0.0198,0.979,neutral,CANADA,Wednesday,3,13,42
Polar Bear destroys spy cam - Polar Bear Spy On The Ice - BBC Earth,BBC Earth,Pets & Animals,25730,1077,99,0.0457,0.9854,negative,US,Friday,10,67,26
ANTS vs. TERMITES!,AntsCanada,Pets & Animals,638693,25738,13997,0.0622,0.9737,neutral,CANADA,Saturday,12,18,23
Financiers - YouCook,YouCook Cuisine,Howto & Style,41575,2686,135,0.0679,0.9864,neutral,FRANCE,Tuesday,15,20,7
Are Critics What Killed Justice League? Sony Pay Too Much For Tarantino? - The John Campea Show,John Campea,Entertainment,38653,1391,800,0.0567,0.9437,negative,GB,Tuesday,17,95,11
Guizmo  Je n'ai plus peur de me souvenir ..  / Y&W,Guizmo,Music,39113,4002,315,0.1104,0.9889,neutral,FRANCE,Sunday,23,50,9
Which Country Has The Best Technology?,Life Noggin,Education,420724,12611,4629,0.041,0.9513,positive,US,Thursday,14,38,30
MY INSTAGRAM FOLLOWERS PICK MY FULL FACE OF MAKEUP!,Sylvia Gani,Howto & Style,647363,31036,3966,0.0541,0.9858,neutral,US,Monday,0,51,21
Gotham Season 4 See Your Own Darkness Extended Trailer (HD),TV Promos,Entertainment,158877,3700,535,0.0267,0.9608,negative,GB,Saturday,19,59,30
Drake - I'm Upset,OVO Sound,Music,5661949,175411,17424,0.0341,0.959,negative,CANADA,Sunday,1,17,18
OM â€“ Bordeaux | La confÃ©rence de presse de Rudi Garcia ðŸŽ™,OM,Entertainment,5161,213,15,0.0442,0.9907,neutral,FRANCE,Saturday,16,62,11
THE MUFFIN SONG (asdfmovie feat. Schmoyoho),TomSka,Comedy,4365466,232057,43618,0.0631,0.9863,neutral,CANADA,Friday,17,43,10
NOTHING BEATS A LONDONER,Nike,Sports,8449203,87375,17792,0.0124,0.9396,neutral,GB,Friday,13,24,24
Richard Dawson - The Felon's Song (Official Video),Domino Recording Co.,Music,3283,123,12,0.0411,0.8978,neutral,GB,Thursday,9,50,28
EVERY STAR WARS FAN EVER,Smosh,Comedy,656403,24366,2594,0.0411,0.8612,negative,CANADA,Monday,17,24,15
5 ans de Golden Moustache : nos meilleurs souvenirs !,Golden Moustache,Comedy,364706,18603,399,0.0521,0.9787,neutral,FRANCE,Wednesday,17,53,28
Netflix Is Trolling Its Viewers And We Love It - SJU,ScreenJunkies News,Entertainment,44544,1458,381,0.0413,0.963,positive,US,Wednesday,20,52,16
Black Mirror - Season 4 | Official Trailer [HD] | Netflix,Netflix,Entertainment,1025589,22319,1703,0.0234,0.9866,neutral,GB,Wednesday,15,57,33
Fast Dance-Off with Jennifer Lopez,The Tonight Show Starring Jimmy Fallon,Comedy,2091264,22490,1772,0.0116,0.9237,neutral,US,Thursday,4,34,30
MOON Of Jupiter Is Acting Very Strange..,secureteam10,Science & Technology,132320,8677,2354,0.0834,0.9646,negative,CANADA,Tuesday,2,40,22
My Houzz: Gordon Ramsayâ€™s Surprise Renovation,HouzzTV,Howto & Style,512537,9312,410,0.019,0.977,positive,GB,Tuesday,13,47,36
Why black Americans are getting less sleep,Vox,News & Politics,667705,10038,10818,0.0312,0.2266,neutral,US,Thursday,13,42,22
Testing Flex Tape - As Seen On Tv,CrazyRussianHacker,Science & Technology,954250,19761,2399,0.0232,0.9414,neutral,US,Sunday,17,33,10
"Ô¿Õ¡Ö€Õ´Õ«Ö€ Õ¢Õ¬Õ¸Ö‚Ö€, ÕÕ¥Ö€Õ«Õ¡ 59 / Red Hill / Karmir blur",PanArmenian TV,Film & Animation,74656,216,54,0.0036,0.8963,neutral,FRANCE,Thursday,19,63,11
Diplo - Color Blind (feat. Lil Xan) (Official Music Video),Diplo,Music,10406198,333235,18512,0.0338,0.9449,negative,US,Tuesday,13,58,24
DÃ©saccordÃ© - Vald x Djadja - Aya Nakamura x Bad Boy - Marwa Loud x Va Bene - L'AlgÃ©rino (Eva Guess),EVA GUESS,Music,144881,12835,1256,0.0973,0.9666,negative,FRANCE,Saturday,14,102,31
"LSD - Audio (Official Video) ft. Sia, Diplo, Labrinth",SiaVEVO,Music,21986883,472521,14297,0.0221,0.9845,neutral,US,Thursday,12,53,30
AIB Podcast : Feat. Madhuri Dixit,All India Bakchod,Comedy,811388,17402,1431,0.0232,0.9335,neutral,CANADA,Sunday,5,33,15
"1000 CHEVAUX !! Câ€™est pas une voiture, câ€™est un AVION !! *McLaren P1*",GMK,Autos & Vehicles,233694,9419,1118,0.0451,0.9795,neutral,FRANCE,Monday,16,73,16
ðŸ”´ LIVE: White House URGENT Press Briefing with Sarah Sanders on Government Shutdown 1/22/18,Trump News Stream,News & Politics,139766,946,92,0.0074,0.8431,positive,CANADA,Monday,21,94,3
First Ever Mountain Bike Descent of Corbet's Couloir,Teton Gravity Research,Sports,164086,3008,107,0.019,0.9895,neutral,GB,Wednesday,16,52,3
Elton John's Outfits and Singing Text Messages (It's Question Tuesday),vlogbrothers,People & Blogs,65551,4007,384,0.067,0.9945,neutral,CANADA,Friday,18,70,17
"Polished Foil Ball Challenge, Corinne VS Pin",ThreadBanger,Howto & Style,1534016,50169,4568,0.0357,0.9358,positive,US,Monday,0,44,13
The Link Between Japanese Samurai and Real Indigo,Great Big Story,People & Blogs,243258,7871,378,0.0339,0.9855,neutral,US,Tuesday,7,49,18
Best of Hevesh5 (8),Hevesh5,Entertainment,1164083,11795,815,0.0108,0.94,positive,US,Saturday,18,19,30
Kylie Minogue - Dancing (Official Video),KylieMinogueOnVEVO,Music,2795027,46709,4468,0.0183,0.956,neutral,GB,Thursday,8,40,35
DOOR TO SPACE - 29 Rooms Vlog,TiffyQuake,Howto & Style,16325,1353,153,0.0922,0.9919,neutral,US,Friday,0,29,20
DAD TEACHES GAY SON HOW TO SHOOT *emotional*,Lucas,Comedy,408504,10268,5136,0.0377,0.4373,negative,US,Saturday,18,44,21
I Deserve a Gold Medal in THIS!,The Real Daytime,Entertainment,130364,1953,283,0.0172,0.9721,positive,CANADA,Sunday,0,31,8
Ø±Ø§Ù†Ø§ Ø­ÙƒÙ…Ù†Ø§Ùƒ Ø³Ø¨ÙˆØ±: Ø§Ù„Ù„Ø§Ø¹Ø¨ Ù‡Ø´Ø§Ù… Ø¹Ù‚Ø¨ÙŠ ÙŠØ¨ÙƒÙŠ Ø¨Ø§Ù„Ø¯Ù…ÙˆØ¹ Ø¨Ø¹Ø¯ ÙƒØ´Ù Ø§Ù„Ù…Ù†Ø´Ø·Ø§Øª ÙÙŠ Ø¯Ù…Ù‡,Ennahar TV Compte Officiel,News & Politics,411192,5685,1635,0.0178,0.8995,neutral,FRANCE,Thursday,20,129,11
VOICI D'OÃ™ JE VIENS ! (Mon test ADN),Amixem,Comedy,2260342,220047,16859,0.1048,0.9862,neutral,FRANCE,Sunday,9,37,9
Alexa Loses Her Voice â€“ Amazon Super Bowl LII Commercial,amazon,Entertainment,34448035,100710,6986,0.0031,0.9727,positive,CANADA,Wednesday,13,58,16
Meghan Trainor - Can't Dance (Audio),MeghanTrainorVEVO,Music,1866571,39993,2250,0.0226,0.9443,neutral,US,Thursday,12,36,20
Why Do Some Drugs Make Your Pupils Wider?,SciShow,Education,69900,2950,307,0.0466,0.9903,neutral,CANADA,Tuesday,21,41,22
ESSAYE DE NE PAS BOUGER #3,PRINCE,Gaming,59071,8116,1971,0.1708,0.9775,neutral,FRANCE,Monday,16,26,10
Primitive technology: Catching giant honeycomb in aboriginal and dangerous &getting honey bee to eat,Wilderness Technology,People & Blogs,365036,4320,522,0.0133,0.8931,negative,FRANCE,Monday,11,100,17
T'as Pas Du Gloss #125 Retour sur les meilleurs souvenirs â¤,Maybelline New York FR,Howto & Style,20748,1712,83,0.0865,0.9907,neutral,FRANCE,Thursday,16,61,32
L'OBJET QUI TE DONNE DES SUPER POUVOIRS !,Dr Nozman,Science & Technology,889198,61662,2833,0.0725,0.978,positive,FRANCE,Tuesday,16,41,7
Try Not To Laugh Challenge #12,Markiplier,Comedy,3070788,176730,12846,0.0617,0.9902,negative,CANADA,Sunday,18,30,6
Tyga Reacts To Kylie Jenner Baby Stormi Reveal | Hollywoodlife,HollywoodLife,Entertainment,217543,2379,271,0.0122,0.9366,neutral,CANADA,Tuesday,21,62,21
à®µà®¾à®£à®¿ à®°à®¾à®£à®¿ - VAANI RANI -  Episode 1533 - 3/04/2018,RadaanMedia,Entertainment,338547,1752,229,0.0059,0.8089,neutral,CANADA,Tuesday,16,66,14
PACK WITH ME: MY TRAVEL MAKEUP | DESI PERKINS,Desi Perkins,Howto & Style,190060,12668,950,0.0717,0.9911,neutral,CANADA,Thursday,18,45,17
La rupture,Lolywood,Comedy,807780,80274,2107,0.102,0.9873,neutral,CANADA,Sunday,14,10,10
Mock Draft 2018 : voici notre Top 10 !,TrashTalkProduction,Sports,24799,1190,179,0.0552,0.9851,negative,FRANCE,Wednesday,14,38,18
Australian authorities arrest two in SUV attack,Fox News,News & Politics,10434,178,196,0.0358,0.8683,negative,US,Thursday,10,47,7
[HOONIGAN] DT 190: $200 Miata Kart Build [Part 6] - Cage Build and Indoor Donuts,TheHoonigans,Autos & Vehicles,378901,11876,937,0.0338,0.9907,neutral,US,Tuesday,8,80,23
Lily Allen - Trigger Bang (feat. Giggs) [Official Audio],Lily Allen,Music,338531,12370,1392,0.0407,0.9481,neutral,GB,Monday,23,56,38
Best Moments from Anushka Sharma and Virat Kohli's lavish Mumbai reception,Meenu`s Gossip Corner,Entertainment,1302511,4500,199,0.0036,0.8094,positive,CANADA,Wednesday,7,74,19
Tia's Goodbye- Bachelor,Bachelor Nation on ABC,Entertainment,113057,247,341,0.0052,0.3859,neutral,US,Tuesday,6,23,11
